cipher,structure,network,model_key,family,architecture_rank,score,rounds,seed,samples_per_class,pairs_per_sample,feature_encoding,negative_mode,train_key,validation_key,key_rotation_interval,sample_structure,integral_active_nibble,difference_profile,difference_member,loss,learning_rate,optimizer,weight_decay,lr_scheduler,max_learning_rate,checkpoint_metric,restore_best_checkpoint,early_stopping_patience,early_stopping_min_delta,model_options,evidence,literature
PRESENT-80,SPN,Present-StrictIndependent-XorGlobal-r8-2048-seed0,present_pairset_global_stats,present_r8_strict_independent_attribution_2048,0,80,8,0,2048,16,ciphertext_xor_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,0,independent_pairs,0,present_zhang_wang2022_mcnd,0,mse,0.0001,adam,0.00001,none,0,val_auc,true,0,0.0,"{""activation"":""gelu"",""norm"":""layernorm"",""global_hidden_bits"":64}",LOCAL DIAGNOSTIC independent-pair strict random-plaintext-negative XOR baseline seed0 not formal evidence,Tests whether raw ciphertext xor alone explains strict independent-pair signal
PRESENT-80,SPN,Present-StrictIndependent-PAlignedGlobal-r8-2048-seed0,present_pairset_global_stats,present_r8_strict_independent_attribution_2048,1,90,8,0,2048,16,ciphertext_xor_spn_paligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,0,independent_pairs,0,present_zhang_wang2022_mcnd,0,mse,0.0001,adam,0.00001,none,0,val_auc,true,0,0.0,"{""activation"":""gelu"",""norm"":""layernorm"",""global_hidden_bits"":64}",LOCAL DIAGNOSTIC independent-pair strict random-plaintext-negative PAligned baseline seed0 not formal evidence,Tests whether public P-layer alignment explains strict independent-pair signal
PRESENT-80,SPN,Present-StrictIndependent-SInvGlobal-r8-2048-seed0,present_pairset_global_stats,present_r8_strict_independent_attribution_2048,2,95,8,0,2048,16,present_pair_xor_paligned_sinv_cell_matrix_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,0,independent_pairs,0,present_zhang_wang2022_mcnd,0,mse,0.0001,adam,0.00001,none,0,val_auc,true,0,0.0,"{""activation"":""gelu"",""norm"":""layernorm"",""global_hidden_bits"":64}",LOCAL DIAGNOSTIC independent-pair strict random-plaintext-negative SInv baseline seed0 not formal evidence,Tests whether PAligned plus InvS explains strict independent-pair signal
PRESENT-80,SPN,Present-StrictIndependent-FullGlobal-r8-2048-seed0,present_pairset_global_stats,present_r8_strict_independent_attribution_2048,3,100,8,0,2048,16,present_delta_paligned_sinv_sboxddt_beamstats8deep4_cell_matrix_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,0,independent_pairs,0,present_zhang_wang2022_mcnd,0,mse,0.0001,adam,0.00001,none,0,val_auc,true,0,0.0,"{""activation"":""gelu"",""norm"":""layernorm"",""global_hidden_bits"":64}",LOCAL DIAGNOSTIC independent-pair strict random-plaintext-negative full beamstats global seed0 not formal evidence,Tests whether DDT beamstats without trail-position explains strict independent-pair signal
PRESENT-80,SPN,Present-StrictIndependent-FullTrail-r8-2048-seed0,present_trail_position_stats_pairset,present_r8_strict_independent_attribution_2048,4,120,8,0,2048,16,present_delta_paligned_sinv_sboxddt_beamstats8deep4_cell_matrix_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,0,independent_pairs,0,present_zhang_wang2022_mcnd,0,mse,0.0001,adam,0.00001,none,0,val_auc,true,0,0.0,"{""activation"":""gelu"",""norm"":""layernorm"",""trail_depth"":4,""trail_words_per_depth"":9,""stats_hidden_bits"":64}",LOCAL DIAGNOSTIC independent-pair strict random-plaintext-negative trail-position seed0 not formal evidence,Tests whether trail-position adds signal after removing integral protocol structure
PRESENT-80,SPN,Present-StrictIndependent-KeyRowGlobal-r8-2048-seed0,present_pairset_global_stats,present_r8_strict_independent_attribution_2048,5,100,8,0,2048,16,present_delta_paligned_sinv_sboxddt_beamstats8deep4_cell_matrix_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,1,independent_pairs,0,present_zhang_wang2022_mcnd,0,mse,0.0001,adam,0.00001,none,0,val_auc,true,0,0.0,"{""activation"":""gelu"",""norm"":""layernorm"",""global_hidden_bits"":64}",LOCAL DIAGNOSTIC independent-pair per-row-key full beamstats global seed0 not formal evidence,Checks fixed-key dependence under strict independent-pair protocol
PRESENT-80,SPN,Present-StrictIndependent-KeyRowTrail-r8-2048-seed0,present_trail_position_stats_pairset,present_r8_strict_independent_attribution_2048,6,120,8,0,2048,16,present_delta_paligned_sinv_sboxddt_beamstats8deep4_cell_matrix_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,1,independent_pairs,0,present_zhang_wang2022_mcnd,0,mse,0.0001,adam,0.00001,none,0,val_auc,true,0,0.0,"{""activation"":""gelu"",""norm"":""layernorm"",""trail_depth"":4,""trail_words_per_depth"":9,""stats_hidden_bits"":64}",LOCAL DIAGNOSTIC independent-pair per-row-key full beamstats trail-position seed0 not formal evidence,Checks trail-position fixed-key dependence under strict independent-pair protocol
PRESENT-80,SPN,Present-StrictIndependent-XorGlobal-r8-2048-seed1,present_pairset_global_stats,present_r8_strict_independent_attribution_2048,0,80,8,1,2048,16,ciphertext_xor_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,0,independent_pairs,0,present_zhang_wang2022_mcnd,0,mse,0.0001,adam,0.00001,none,0,val_auc,true,0,0.0,"{""activation"":""gelu"",""norm"":""layernorm"",""global_hidden_bits"":64}",LOCAL DIAGNOSTIC independent-pair strict random-plaintext-negative XOR baseline seed1 not formal evidence,Tests whether raw ciphertext xor alone explains strict independent-pair signal
PRESENT-80,SPN,Present-StrictIndependent-PAlignedGlobal-r8-2048-seed1,present_pairset_global_stats,present_r8_strict_independent_attribution_2048,1,90,8,1,2048,16,ciphertext_xor_spn_paligned_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,0,independent_pairs,0,present_zhang_wang2022_mcnd,0,mse,0.0001,adam,0.00001,none,0,val_auc,true,0,0.0,"{""activation"":""gelu"",""norm"":""layernorm"",""global_hidden_bits"":64}",LOCAL DIAGNOSTIC independent-pair strict random-plaintext-negative PAligned baseline seed1 not formal evidence,Tests whether public P-layer alignment explains strict independent-pair signal
PRESENT-80,SPN,Present-StrictIndependent-SInvGlobal-r8-2048-seed1,present_pairset_global_stats,present_r8_strict_independent_attribution_2048,2,95,8,1,2048,16,present_pair_xor_paligned_sinv_cell_matrix_bits,encrypted_random_plaintexts,0x00000000000000000000,0x11111111111111111111,0,independent_pairs,0,present_zhang_wang2022_mcnd,0,mse,0.0001,adam,0.00001,none,0,val_auc,true,0,0.0,"{""activation"":""gelu"",""norm"":""layernorm"",""global_hidden_bits"":64}",LOCAL DIAGNOSTIC independent-pair strict random-plaintext-negative SInv baseline seed1 not formal evidence,Tests whether PAligned plus InvS explains strict independent-pair signal
